province,name_of_institution,dli_number,city,campuses,offers_pgwp_programs,PGWP_Tag,extraction_date
Ontario,"Anderson College of Health, Business and Technology",O19386060342,Toronto,"Downtown, North York",No,No,2023-04-26 22:29:09.112874
Ontario,C.C.E.C. Canadian Career Education College Ltd,O262228554872,Vaughan,Vaughan,No,No,2023-04-26 22:29:09.112874
Ontario,Art & Technique Academy of Hairstyling and Esthetics,O19530458702,Oshawa,Oshawa Campus,No,No,2023-04-26 22:29:09.112874
Ontario,Avola College Of Hairstyling and Esthetics,O116458043605,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,BITTS International Career College,O118231504027,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Bay College of Health Business and Technology,O136148508342,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Beauty Institute Canada,O212074977897,Oshawa,Oshawa,No,No,2023-04-26 22:29:09.112874
Ontario,Beta College of Business and Technology,O124136581227,"Mississauga,Brampton","Mississauga,Brampton",No,No,2023-04-26 22:29:09.112874
Ontario,Computek College of Business Healthcare and Technology,O19394699328,Ajax,Ajax,No,No,2023-04-26 22:29:09.112874
Ontario,"BizTech College of Health Sciences, Business & Technology",O19304029082,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Brampton Flight Centre,O19303958082,Caledon,Caledon,Yes (detailsfor Flight schools),With Limitations,2023-04-26 22:29:09.112874
Ontario,Brampton Skin Care Academy Inc.,O260429274962,Brampton,Brampton,No,No,2023-04-26 22:29:09.112874
Ontario,Brantford Aviation College,O138135814462,Brantford,Brantford,No,No,2023-04-26 22:29:09.112874
Ontario,Brescia University College,O19331472822,London,London,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Brock University,O19394569014,Hamilton,Hamilton Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Brock University,O19394569014,St. Catharines,Main Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Bryan College of Applied Health & Business Sciences,O116458952783,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Business and Technical Training College Inc.,O112370832787,North York,North York,No,No,2023-04-26 22:29:09.112874
Ontario,Canadian School of Natural Nutrition,O263151451182,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,"CDI College of Business, Technology and Healthcare",O19394924591,Toronto,"Brampton, Mississauga, North York, Scarborough",No,No,2023-04-26 22:29:09.112874
Ontario,CITI College of Canadian Careers,O19304574722,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,CITI College of Canadian Careers,O19304574722,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,CJ Health Care College,O134227229202,Toronto,"Toronto, Etobicoke",No,No,2023-04-26 22:29:09.112874
Ontario,"CLI College of Business, Health & Technology",O129494912147,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,CLLC Inc.,O213116733767,Ottawa,Ottawa,No,No,2023-04-26 22:29:09.112874
Ontario,CLLC Inc.,O213116733767,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,CMU College of Makeup Art and Design,O19305293142,Toronto,Lombard Street and Adelaide Street East,No,No,2023-04-26 22:29:09.112874
Ontario,CRD College of Health Care,O19283941562,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,CTS Canadian Career College Inc,O244926829077,North Bay,North Bay,No,No,2023-04-26 22:29:09.112874
Ontario,CTS Canadian Career College Inc,O244926829077,Sudbury,Sudbury,No,No,2023-04-26 22:29:09.112874
Ontario,CTS Canadian Career College Inc,O244926829077,Sudbury,Modern College of Hairstyling and Esthetics,No,No,2023-04-26 22:29:09.112874
Ontario,Cambrian College of Applied Arts and Technology,O19394699409,Sudbury,Main Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Cambrian College of Applied Arts and Technology,O19394699409,Brampton,"Cambrian College of Applied Arts and Technology at Hanson College of Business, Health and Technology",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Cambrian College of Applied Arts and Technology,O19394699409,Toronto,"Cambrian College of Applied Arts and Technology at Hanson College of Business, Health and Technology",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Can-AIM Careers Academy,O263851487422,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,CanPacific College of Business and English Inc.,O255440517127,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Canada Christian College & School of Graduate Theological Studies,O19857659067,Toronto,Toronto,Yes(details),With Limitations,2023-04-26 22:29:09.112874
Ontario,Canada College of Education,O19833653497,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Canada’s National Ballet School,O19361087992,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Canadian Academy of Dental Health & Community Sciences,O118203132467,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Canadian All Care College,O19350533892,Toronto,"Scarborough Campus, Toronto Campus",No,No,2023-04-26 22:29:09.112874
Ontario,Canadian Automotive & Trucking Institute,O19527255662,Cambridge,Cambridge,No,No,2023-04-26 22:29:09.112874
Ontario,Canadian Beauty College,O19361295922,Newmarket,Newmarket,No,No,2023-04-26 22:29:09.112874
Ontario,Canadian Beauty College,O19315968872,Vaughan,Vaughan,No,No,2023-04-26 22:29:09.112874
Ontario,Canadian Beauty College,O116263336197,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Canadian Business College,O19556076972,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Canadian Business College,O19556076972,Toronto,"Scarborough Campus, Toronto Campus",No,No,2023-04-26 22:29:09.112874
Ontario,Canadian Business Skills College of Technology,O19332510172,Markham,Markham,No,No,2023-04-26 22:29:09.112874
Ontario,Canadian College for Higher Studies,O19283878482,Scarborough,Scarborough,No,No,2023-04-26 22:29:09.112874
Ontario,"Canadian College of Business, Science & Technology",O19376450572,Brampton,"Brampton, Mississauga, North York, Scarborough",No,No,2023-04-26 22:29:09.112874
Ontario,Canadian College of Educators,O19303896162,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,"Canadian College of Health, Science and Technology",O19395677987,Windsor,Windsor,No,No,2023-04-26 22:29:09.112874
Ontario,Canadian College of Homeopathic Medicine,O143265597512,Toronto,"Toronto, Victoria College",No,No,2023-04-26 22:29:09.112874
Ontario,Canadian College of Naturopathic Medicine,O19305338292,Toronto,Toronto,Yes (detailsfor canadian-college-naturopathic-medicine.html),With Limitations,2023-04-26 22:29:09.112874
Ontario,Canadian Forces College,O19994256968,North York,North York,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,CIMT College,O19304117342,"Brampton, Mississauga, Scarborough","Brampton, Mississauga (Dundas Street), Mississauga (Goreway Drive), Mississauga (Slough Street), Scarborough",No,No,2023-04-26 22:29:09.112874
Ontario,Canadian International Career College,O263819541542,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Canadian Memorial Chiropractic College (CMCC),O19359174402,Toronto,Toronto,Yes (detailsfor Canadian Memorial Chiropractic College (CMCC)),With Limitations,2023-04-26 22:29:09.112874
Ontario,Canadian National Institute of Health Inc.,O19394699911,Ottawa,Ottawa,No,No,2023-04-26 22:29:09.112874
Ontario,Canadian Natural Therapist and Aesthetics Academy,O260787487202,North York,North York,No,No,2023-04-26 22:29:09.112874
Ontario,Canadian Reformed Theological Seminary,O19395677259,Hamilton,Hamilton,Yes(details),With Limitations,2023-04-26 22:29:09.112874
Ontario,Canadian Technology College,O19316547532,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Canadore College,O19395535239,North Bay,"Aviation Campus, College Drive Campus/The Education Centre, Commerce Court Campus, Main Campus",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Canadore College at Stanford International College of Business and Technology,O19395535239,Mississauga,"Brampton, Mississauga, Scarborough",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Canadore College of Applied Arts and Technology,O19395535239,Parry Sound,West Parry Sound Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Capital English Solutions and Mentora College of Business & Technology,O116458043402,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Career College Group,O19361149772,London,Highbury Campus,No,No,2023-04-26 22:29:09.112874
Ontario,Career College Group,O19361153702,Brampton,Brampton Campus,No,No,2023-04-26 22:29:09.112874
Ontario,Career College Group,O19361153702,Toronto,"North York Campus, Scarborough Campus",No,No,2023-04-26 22:29:09.112874
Ontario,CareerQuest Inc.,O256568575757,Toronto,"Toronto, Mississauga",No,No,2023-04-26 22:29:09.112874
Ontario,Carleton University,O19332687812,Ottawa,Ottawa,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Centennial College,O19394700003,Toronto,"Ashtonbee Campus, Morningside Campus, Progress Campus & Student Residence, The Centre for Creative Communications, Main Campus",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Centre of English Studies,O19517085782,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Certcana Systems Institute,O257702593357,Scarborough,Scarborough,No,No,2023-04-26 22:29:09.112874
Ontario,Cestar College of Business Health & Technology,O19283870732,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Chef School,O19284163112,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Chellsey Institute of Beauty and Health Inc.,O19394851105,Burlington,Burlington,No,No,2023-04-26 22:29:09.112874
Ontario,Chellsey Institute of Beauty and Health Inc.,O19394851105,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,"City College of Business, Health & Technology",O124137834427,North York,North York,No,No,2023-04-26 22:29:09.112874
Ontario,Clarkridge Career Institute,O142582170422,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Clarkridge Career Institute,O142582170422,Brampton,Brampton,No,No,2023-04-26 22:29:09.112874
Ontario,Collège Boréal,O19395678039,Barrie,Centre d’Accès Barrie,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Collège Boréal,O19395678039,Sudbury,Campus Principal,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Collège Boréal,O19395678039,Toronto,Campus de Toronto,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Collège Boréal,O19395678039,Windsor,Centre d’Accès Windsor,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Collège Boréal,O19395678039,Alfred,Campus d’Alfred,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Collège Boréal,O19395678039,Hamilton,Centre d’Accès Hamilton,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Collège Boréal,O19395678039,Hearst,Collège Boréal Hearst,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Collège Boréal,O19395678039,Kapuskasing,Campus de Kapuskasing,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Collège Boréal,O19395678039,London,Centre d’Accès London,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Collège Boréal,O19395678039,New Liskeard,Campus de Témiskaming,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Collège Boréal,O19395678039,Niagara,Centre d’Accès Niagara,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Collège Boréal,O19395678039,Sturgeon Falls,Campus de Nipissing,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Collège Boréal,O19395678039,Timmins,Campus de Timmins,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,College of Traditional Chinese Medicine Canada,O19376203332,Scarborough,Scarborough,No,No,2023-04-26 22:29:09.112874
Ontario,Computek College of Business Healthcare and Technology,O19394699328,Markham,Markham Campus,No,No,2023-04-26 22:29:09.112874
Ontario,Computek College of Business Healthcare and Technology,O19394699328,Toronto,Toronto Campus,No,No,2023-04-26 22:29:09.112874
Ontario,Conbridge College of Business and Technology,O273821572182,North York,North York,No,No,2023-04-26 22:29:09.112874
Ontario,Concordia Lutheran Theological Seminary (Brock University),O19394569014,St. Catharines,St. Catharines,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Conestoga College,O19376158572,Kitchener,"Kitchener Campus, Doon Campus",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Conestoga College,O19376158572,Guelph,Guelph Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Conestoga College,O19376158572,Brantford,Brantford Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Conestoga College,O19376158572,Cambridge,Cambridge Campus (Fountain Street South Campus);Cambridge Campus (Reuter Drive Campus).,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Conestoga College,O19376158572,Ingersoll,Ingersoll Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Conestoga College,O19376158572,Stratford,Stratford Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Conestoga College,O19376158572,Waterloo,Waterloo Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Confederation College,O19376986752,Thunder Bay,Main Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Confederation College,O19376986752,Dryden,Dryden Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Confederation College,O19376986752,Fort Frances,Rainy River District Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Confederation College,O19376986752,Geraldton,Greenstone Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Confederation College,O19376986752,Kenora,Lake of the Woods Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Connect International School,O19516905192,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Conrad Grebel University College,O19305471522,Waterloo,Affiliated with the University of Waterloo.,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Cornwall Aviation (1979) Ltd.,O19394924449,Summerstown,Summerstown,Yes (details),With Limitations,2023-04-26 22:29:09.112874
Ontario,Dan Robert College of Health Care,O19332734842,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Diamond Flight Centre London Inc.,O258211997542,London,London,Yes (detailsfor Flight schools),With Limitations,2023-04-26 22:29:09.112874
Ontario,Dominican University College,O19361087792,Ottawa,Ottawa,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Dominion College of Business Health and Technology Inc.,O134304400382,Toronto,"Toronto, Brampton",No,No,2023-04-26 22:29:09.112874
Ontario,"Don Mills Career College for Health, Business and Technology",O19361109752,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Durham College,O19361081012,Oshawa,Oshawa Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Durham College,O19361081012,Pickering,Pickering Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Durham College,O19361081012,Whitby,Whitby Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Durham Flight Centre Inc.,O142270514172,Oshawa,Oshawa,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,EC Toronto,O19351820052,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,EF International Language Centres,O19333134952,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Eden College of Business and Health,O116261235217,North York,North York,No,No,2023-04-26 22:29:09.112874
Ontario,Edge Academy,O136988539452,Burlington,Burlington,No,No,2023-04-26 22:29:09.112874
Ontario,Eight Branches Inc.,O211893372327,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Emmanuel Bible College,O19556087182,Kitchener,Kitchener,Yes(details),With Limitations,2023-04-26 22:29:09.112874
Ontario,Emmanuel College of Victoria University,O19359108312,Toronto,Toronto,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,English Encounters Inc.,O19283938092,Burlington,Burlington,No,No,2023-04-26 22:29:09.112874
Ontario,English School of Canada Inc.,O19350421222,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Helicopters Canada,O212628957297,North Bay,Canadore College Aviation Campus,Yes (detailsfor Flight schools),With Limitations,2023-04-26 22:29:09.112874
Ontario,Ethnos Canada,O111244519157,Durham,NTM Canada Missionary Training Centre,No,No,2023-04-26 22:29:09.112874
Ontario,Evergreen College,O127883500507,Markham,Markham,No,No,2023-04-26 22:29:09.112874
Ontario,Evergreen College,O19304591592,"Toronto, Oakville, Scarborough","Toronto, West Campus, Yorkmills, Scarborough",No,No,2023-04-26 22:29:09.112874
Ontario,Eastview College Business Health Technology,O116456456218,Brampton,Brampton,No,No,2023-04-26 22:29:09.112874
Ontario,Central College of Business and Technology,O246851123527,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,FaithWay Baptist College of Canada,O256014050387,Ajax,Ajax,Yes(details),With Limitations,2023-04-26 22:29:09.112874
Ontario,Fanshawe College,O19361039982,London,"London Main Campus, London Downtown Campus, London South Campus, Huron/Bruce Regional Sites – Clinton Centre, Simcoe/Norfolk Campus, St. Thomas/Elgin Campus, Woodstock/Oxford County",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Fleming College,O19303189722,Cobourg,Cobourg Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Fleming College,O19303189722,Haliburton,Haliburton Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Fleming College,O19303189722,Lindsay,Frost Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Fleming College,O19303189722,Peterborough,Sutherland Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Foundation for Montessori Education,O19395535573,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
